Hospital Name,Address,District ,City,State,Pincode
Shree Eye Care,"199 - Nirman Vihar, Near Rispana Bridge, Dehradun",Dehradun,Dehradun,Uttarakhand,248001
Abhilasha Eye Hospital,"Railway Road, Roorkee",Haridwar,Roorkee,Uttarakhand,247667
Jeevandeep Hospital,"Opposite Pac, Nainital Road",Udham Singh Nagar,Rudrapur,Uttarakhand,263153
Yog Mata Pilot Baba Multispeciality Hospital,"Deshrakshak More Lakshar Road Kankhal Harridwar (Uttrakhand)
Pin Code- 249408",Haridwar,Kankhal,Uttarakhand,249408
Indresh Hospital/Shri Mahant Indiresh Hospital,Patel Nagar,Dehradun,Dehradun,Uttarakhand,248001
Savitri Nursing Home  Research Centre,"21/9 , Matawala Bagh, Laxman Chowk, Dehradun",Dehradun,Dehradun,Uttarakhand,248001
Jaya Maxwell Hospital,Nh-58 Bahadrabad Bypass Road Atmalpur Bongla Bahadrabad Haridwar,Haridwar,Haridwar,Uttarakhand,249402
Prakashdeep Hospital,Saharanpur Road Niranjanpur Majra  Dehradun,Dehradun,Dehradun,Uttarakhand,248001
Aarogyadham Super Speciality Hospital And Research Center,"6 New Road, Near Doon Hospital",Dehradun,Dehradun,Uttarakhand,248001
Nirmal Ashram Eye Institute,"Khairi Kalan, Near Nepali Farm",Dehradun,Dehradun,Uttarakhand,249204
Bombay Hospital & Research Centre,"Avas Vikas Road, Near Saurabh Hotel",Nainital,Haldwani,Uttarakhand,263139
Sai Hospital,"Near Mukhani Chauraha, Kaladhungi Road",Nainital,Haldwani,Uttarakhand,263139
Healing Touch Nursing Home,"#82,  New Sahastradhara Road, Dehra Dun",Dehradun,Dehradun,Uttarakhand,248001
Suryadev Multispeciality Hospital And Trauma Centre,"Opposite To Patanjali, Phase-1, Village Shantarsha, Bahadrabad",Haridwar,Haridwar,Uttarakhand,249405
Prem Sukh Hospital And Dialysis Centre,"#23/18/1, Pd Tandon Marg, Malviya Road, Laxman Chowk",Dehradun,Dehradun,Uttarakhand,248001
Metro Hospitals & Heart Institute,"Plot Number-F-1, Sector-6A, Sidcul",Haridwar,Haridwar,Uttarakhand,249401
Eye Q Vision Pvt Ltd,"8/6, Nainital Road, Opposite Taxi Stand, Bhotia Paraow",Nainital,Haldwani,Uttarakhand,263139
Eye Q Vision Pvt. Ltd,"Chanderpuri, Near Sindhi Sweets",Haridwar,Roorkee,Uttarakhand,247667
Eye Q Vision Pvt Ltd,"Latwal Bhawan (Second & Fourth Floor), Karbala, Almora – 263 601 (Uttrakhand)",Almora,Almora,Uttarakhand,263601
Sanjivani Hospital,"Near Cancer Hospital New Iti Road,Rampur Road Haldwani Distt.-Nainital",Nainital,Haldwani,Uttarakhand,263139
Siddhi Vinayak Hospital,"Near Khatu Shyam Mandir Bamori Talli Bandobasti, Mukhani Haldwani,Disst Nainital",Nainital,Daulatpur,Uttarakhand,263139
Vibhuti Super Speciality Hospital,Shimla By Pass Road Dehradun,Dehradun,Dehradun,Uttarakhand,248001
Balaji Hospital,"Smata Ashram Line, Rampur Road Near Govt Medical College",Nainital,Haldwani,Uttarakhand,263139
Panacea Hospital,Haridwar Road Dharampur Dehradun,Dehradun,Dehradun,Uttarakhand,248001
Drishti Centre For Advanced Eye Care,"Durga City Centre (Near Mb Degree College) Road, Haldiwani",Nainital,Haldwani,Uttarakhand,263139
Aryavrat Multispeciality Hospital,"Deshrakshak Mode ,Laksar Road ,Kankhal Haridwar",Haridwar,Shyampur,Uttarakhand,249408
Shree Ram Eye Care & Nursing Home,"28/1, D1,D2,Civil Line, Doctor Colony, Rudrapur",Udham Singh Nagar ,Rudarpur,Uttarakhand,263153
Nephrocare Health Services,"Swami Ram Nagar, Beside Jolly Grant Airport,
Jolly Grant, Doiwala, Dehradunuttarakhand",Rishikesh,Rishikesh,Uttarakhand,248140
"Nephroplus Dialysis Center-Dehradun Cap`Tive, Uttarakhand",,Dehradun,Dehradun,Uttarakhand,247670
Drishti Eye Institute & Dehradun Wave Lasik Centre,"#16, Shubhash Road, Astley Hall, Opposite Hotel Pacific, Gpo",Dehradun,Dehradun,Uttarakhand,248001
Sk Memorial Hospital,"#12, East Canal Road,Ec Road Opposite Cross Mall Road",Dehradun,Dehradun,Uttarakhand,248001
Bhagwati Hospitals Pvt Ltd,#325 Chaw Mandi,Haridwar,Roorkee,Uttarakhand,247667
Brijlal Hospital And Research Centre,"Anandi Towers, Nainital Road Dist Uttara Khand",Nainital,Haldwani,Uttarakhand,263139
Krishan Hospital,R.R Quarter No. 1 ..\\Nopposite Guru Nanak Girls Inter College ,Udham Singh Nagar ,Rudarpur,Uttarakhand,263153
Navjyoti Eye Hospital & Dehradun Wave Lasik Centre,"Near Lic, Division Office, Nehru Nagar, ",Dehradun,Dehradun,Uttarakhand,248001
Arora Hospital And Heart Care Center,"A-7 Panchsheel Enclave, Kashipur Road (Service Line) Bhurarani Mor, Rudrapur (U. S. Nagar)",Kashipur,Rudarpur,Uttarakhand,263153
Kanishk Surgical & Super Speciality Hospital,"Between Rispana Bridge & Railway Crossing, Main Haridwar Bypass Road, Near Home Guard Office",Dehradun,Dehradun,Uttarakhand,248001
Vinod Ortho Clinic,"6, Inder Road Dalanwal Dehradun Uttarakhand 248001",Dehradun,Dehradun,Uttarakhand,248001
Shubhanu Eye Hospital,"1St Floor, Kohli Tower, Kohli Garden, Civil Lines Thandi Sadak Haldwani,Nainital",Nainital,Haldwani,Uttarakhand,263139
Shri Swami Bhumanand Hospital,"Ranipur Jhal, Near Jatwara Pul Ranipur Jhal",Haridwar,Haridwar,Uttarakhand,249407
Sparsh Hospital And Research Centre,"Sitargang Road , Khatima . U.S.Nagar",Khatima,Khatima,Uttarakhand,262308
Brijesh Hospital,"Near Axis Bank, Shivlalpur Chauraha, Ramnagar (Nainital) Uttrakhand",Nainital,Nainital,Uttarakhand,244715
City Hospital & Research Centre,"Bareilly Road, Teen Pani",Nainital,Haldwani,Uttarakhand,263139
City Hospital,"#1, Chakrata Road, Behind Lic Of India,Bindal Bridge",Dehradun,Dehradun,Uttarakhand,248001
City Hospital,"F-1, Super Complex, Ranipur More (New Hardwar), Chandracharya Chowk",Haridwar,Haridwar,Uttarakhand,249401
Dr Rajesh Tewari,"#41, Tagoare Villa, Chakrota Road",Dehradun,Dehradun,Uttarakhand,248001
Luthra Maternity And Infertility Centre,"#58, Chakrata Road",Dehradun,Dehradun,Uttarakhand,248001
Fortis Escorts Hospital,"2Nd Floor,Coronation ,Curzon Road,Dalanwala",Dehradun,Dehradun,Uttarakhand,248001
Nutan Ojas Hospital,Sarai Road Jwalapur Haridwar,Haridwar,Jwalapur,Uttarakhand,249407
Ogeasvi Gensys Medical Center,Ogmc Hospital Ladpur Raipur Road Dehradun,Dehradun,Kumalda,Uttarakhand,248008
Synergy Institute Of Medical Science,"Ballupur Canal Road,Uddiwala",Dehradun,Dehradun,Uttarakhand,248001
Vinayak Hospital,"Near Bhai Chara Hotel, Sultanpur Mazri,Salempur-Sidcul Highway,Bahadrabad,Haridwar",Haridwar,Haridwar,Uttarakhand,249402
Aarogyam Medical College & Hospital,"Nh-73, Village- Karondhi, Post- Bhagwanpur
Roorkee, District- Haridwar, Uttarakhand
Pin-247661",Haridwar,Roorkee,Uttarakhand,247661
Rudranath Nursing Home,"Lane-2, Adarsh Maharashtra, Near Sarkari Hospital, Balawala, Dehradun",Dehradun,Ballupur,Uttarakhand,248001
Prabu Netralaya,"28/1, D1-D1, Lane No - 1  Doctors Colony,  Civil Lines  Rudrapur - 263153                     District - Udham Singh Nagar , Uttarakhand",Kashipur,Chattarpur,Uttarakhand,263153
Ujala Cygnus Central Hospital (A Unit Of Cygnus Medicare Private Limited),Gas Godam Tiraha Kaladhungi Road Kusumkhera Haldwani,Nainital,Haldwani,Uttarakhand,263139
Sunanda Medical Centre,Ashwani Enclave Lane 1 Shimla By Pass Road Dehradun,Dehradun,Mehuwala,Uttarakhand,248171
Prime Lifecare Super Speciality Hospital ( A Unit Of Care Value Lifesciences Private Limited),"Khasra No.350 Ramnagar Road Opposite Bank  Colony Kachnalgazi , Kashipur",Kashipur,Kashipur,Uttarakhand,244713
Marc Health Care,56 Neshvilla Road Dehradun,Dehradun,Dehradun,Uttarakhand,248001
Rankers Hospital,"Bypass Road, Salempur, Haridwar, Uttarakhand",Haridwar,Salempur Mehdood,Uttarakhand,249402
Hemant Hospital,Malviya Chowk,Haridwar,Roorkee,Uttarakhand,247667
Vedanta Hospital,"Ramnagar Road, Kashipur, Udham Singh Nagar",Kashipur,Kashipur,Uttarakhand,244713
Shri Krishna Hospital,"Ram Raj Road Near Government Hospital, Bazpur , Udham Singh Nagar, Uttarakhand",Kashipur,Kashipur,Uttarakhand,262401
Krishna Hospital And Research Centre,#3-136 Guru Nanak Pura,Nainital,Haldwani,Uttarakhand,263141
Kailash Hospital Dheradun,"Haridwar Road, Jogiwala Chowk, Dehradun, Uttarakhand - 248001",Dehradun,Dehradun,Uttarakhand,248001
Aarogyam Hospital,"Near Bali Petrol Pump Aliganj Road Fashiyapura, Kashipur",Kashipur,Kashipur,Uttarakhand,244713
Amrit Hospital,"Gandhi Colony, Kashipur Road",Udham Singh Nagar,Rudrapur,Uttarakhand,263153
The Neuro Centre,"Avas Vikas 2A, Near Dashmesh Dwar, Rudrapur, Udham Singh, Nagar",Udham Singh Nagar ,Chattarpur,Uttarakhand,263153
Baluni Hospital,"#142, Badripur Road, Jogiwala Chowk",Dehradun,Dehradun,Uttarakhand,248001
Neelkanth Multispecialty Hospital,New Iti Road Haldwani ,Nainital,Haldwani,Uttarakhand,263139
Jeevan Anmol Multi Speciality Hospital,"Near Mes Camp, Tanakpur Road, Champawat,  Uttarakhand",Champawat,Champawat,Uttarakhand,262523
Swastik Hospital Pvt. Ltd,Lohia Head Road,Khatima,Khatima,Uttarakhand,262308
Sanjeevani Hospital,Sati Kund Laksar Road Kankhal Haridwar,Haridwar,Haridwar,Uttarakhand,249408
Prayas Hospital & Research Centre,"Sidcul Road, Sitarganj, U. S. Nagar, Uttarakhand.",Udham Singh Nagar ,Sittarganj,Uttarakhand,262405
Haridwar Medicare Hospital,"Santa Enclave Near Guru Ram Rai Public School, Lakshar Road Jagjeetpur,  Haridwar",Haridwar,Shyampur,Uttarakhand,249408
Quadra Hospital,"Vill- Belda, Next To Montfort School Haridwar Road,Roorkee  ,Haridwar,",Haridwar,Dhanauri,Uttarakhand,247667
Max Super Specialty Hospital,"Khasra No.165, Mussoorie Diversion Road, Malsi, Near Indian Oil Petrol Pump",Dehradun,Dehradun,Uttarakhand,248001
Ujala Healthcare Services Limited ,Kachnal Gaji Manpur Road Kashipur ,Kashipur,Kashipur,Uttarakhand,244713
Ujala Hospital ( A Unit Of Ujala Healthcare Services Ltd ),Opposite Government Hospital ( L D Bhatt ) Ramnagar Road Kashipur  Distt- Udham Singh Nagar,Kashipur,Kashipur,Uttarakhand,244713
Prabhu Netralaya,"Opp Block Gate Sitarganj Road Khatima,Udham Singh Nagar",Khatima,Nausar,Uttarakhand,262308
Agarwal Clinic,Agarwal Clinic And Nursing Home Mahesh Nagar Nawabi Road Haldwani Nanintal,Nainital,Haldwani,Uttarakhand,263139
Anmol Hospital,"Sarverkhera Kashipur , Udham Singh Nagar",Kashipur,Kashipur,Uttarakhand,244713
Abhilasha Nursing Home,"Railway Road, Roorkee (Haridwar)",Haridwar,Roorkee,Uttarakhand,247667
Garv Diagnostic Centre & Hospital ( Garv Ent & Head And Neck Hospital),"Manpur (North), Rampur Road.  Haldwani ,- Nainital",Nainital,Haldwani,Uttarakhand,263139
Netradhaam Eye Foundation And Child Care Clinic,"R K Mission Road, Kankhal, Haridwar",Haridwar,Kankhal,Uttarakhand,249408
Shri Dhruv Charitable Hospital,Sajanpur Pili Thana Shyampur Najibabad Road Haridwar,Haridwar,Shyampur,Uttarakhand,249408
Surabhi Hospital,"#19, Kalyani View Uttrakhand",Udham Singh Nagar,Rudrapur,Uttarakhand,263153
Prasad Multispeciality Hospital & Mourphus Ivf Centre,Rispna Pul By Pass Road Dehradun,Dehradun,Ballupur,Uttarakhand,248001
Deepak Savitri Global Hospital & Heart Care,Bijoli Chowk Roorkee-Delhi Highway,Haridwar,Dhanauri,Uttarakhand,247667
Prem Hospital Super-Speciality Trauma Centre,Haridwar,Haridwar,Haridwar,Uttarakhand,249407
Vinay Vishal Health Care,"89 New Nehru Nagar,Roorkee -Haridwar",Haridwar,Roorkee,Uttarakhand,247667
Dr Smriti Eye Centre,"8/6,  Body Guard, Canal Road, Dehradun,",Dehardun,Ballupur,Uttarakhand,248001
Vinayak Hospital,Dehradun Highway Matlabpur Road Near Pegasis Factory Roorkee Haridwar,Haridwar,Dhanauri,Uttarakhand,247667
Jeevan Jyoti Clinic,"Daulatram Enclave Turner Road, Clement Town, D Dun",Dehradun,Dehradun,Uttarakhand,248001
Vedanta Netralaya Llp,"Canal Road ,Tikonia \Nnear Durga City Center \Nhaldwani",Nainital,Haldwani,Uttarakhand,263139
Jaspur Metro Hospital,"Patrampur  Road, Near  Tehsil ,Jaspur,  Udham  Singh  Nagar",Kashipur,Jaspur,Uttarakhand,244712
Maa Kamakhya Multispeciality Hospital,Opposite Devi Mandir  Padampur Sukro Kotdwar  District Pauri Garwal,Pauri Garwal,Amsaur,Uttarakhand,246149
Complete Medical Institute,"Peeth Bazar, Jwalapur, Haridwar",Haridwar,Jwalapur,Uttarakhand,249407
Ayurvaid Kalmatia,"Kalimat Estate, Kasardevi, Upper Binsar Road, Almora",Almora,Almora,Uttarakhand,263601
Arihant Advance Surgical & Fertility Center,"568, Adrash Nagar, Street No.1, Dharampur, Dehradun",Dehradun,Rispana,Uttarakhand,248001
Bhatnagar Nursing Home/Palna Bhatnagar Nursing Home,Ganeshpur,Haridwar,Roorkee,Uttarakhand,247667
Anandam Hospital ( A Unit Of Saranya Kotdwar Pvt. Ltd.),"Vill-Khoonibar Motadhak, Tehsil-Kotdwar, Dist-Pauri Garhwal (Uttarakhand)",Pauri Garwal,Padampur Motadhak,Uttarakhand,246149
Bd Pathak Hospital,"#18/1, D1-D2, Civil Lines, Naini Road Uttaranchal",Udham Singh Nagar,Rudrapur,Uttarakhand,263153
Panacea Hospital,"19, Dehradun Rd, Opp. Vyapar Sabha, Adarsh Gram, Rishikesh",Rishieksh,Rishikesh,Uttarakhand,249201
Baba Neem Karori Multispeciality Hospital & Trauma Centre,Peerumadara,Nainital,Mohan,Uttarakhand,244715
Chamunda Surgical & Leaposcopy Centre,"Chamunda Complex, Beside Sbi, Ramnagar Road",Udham Singh Nagar,Kashipur,Uttarakhand,244713
Charvi Hospital,"Kasipur Road, Model Colony,Beside Idbi Bank, Rudrapur",Kashipur,Rudarpur,Uttarakhand,263153
Meditrina Hospitals Pvt Ltd,"2Nd Floor, Coronation Hospital, Curzon Rd, Dalanwala, Dehradun, Uttarakhand",Dehradun,Dalanwala,Uttarakhand,248001
Tewari Maternity Centre& Nursing Home,"Beside Sai Hospital,Mukhani Chouraha",Nainital,Haldwani,Uttarakhand,263141
Paras Doon Hospital,"5, New Road , Near Doon Hospital, Gate No. 1 (Mazaar) Mkp Collage Road Dehradun,",Dehradun,Dehradun,Uttarakhand,248001
Mother And Child Medical Centre,Vikash Nagar Dehradun,Dehradun,Dehradun,Uttarakhand,248198
Agarwal Hospital,Near Ila Mehrotra Nursing Home In Fornt Of Corbett Hotal Moradabad Road Kashipur,Kashipur,Kashipur,Uttarakhand,244713
Premji Hospital,Kanjabagh Road Near Anachal Dairy  Khatima Udham Singh Nagar  Uttarakhand,Khatima,Khatima,Uttarakhand,262308
The Pride Hospital,Near Nupur Dance Kala Kendra Kholiya Compound Bamori Haldwani,Nainital,Haldwani,Uttarakhand,263139
Dr Kkbm Subharti Hospital,"Subhartipuram Phase-Ii, Nh-72 Jhajra Chakrata Road Dehradun",Dehradun,Jhajra,Uttarakhand,248007
Smt.Usha Bahuguna Alpha Health Institute Of Cariology & Multispecialty Sevices,"Jagdamba Mandir , Jagdamba Nagar Haldwani , Nainital Uttarakhand",Nainital,Haldwani,Uttarakhand,263139
Graphic Era Institute Of Medical Sciences,"Dhoolkot , Chakrata Rd , Dehradun",Dehradun,Nayagaon,Uttarakhand,248007
New Haridwar Multispeciality Hospital,"Opp. Satikund Laksar Road , Kankhal , Haridwar",Haridwar,Shyampur,Uttarakhand,249408
Shed Hospital,#69 Rishikesh Road,Dehradun,Dehradun,Uttarakhand,248140
The Medicity Rudrapur,"Teen Pani, Kichha Road, Rudrapur, Udham Singh Nagar 263153 Uttarakhand ",Udham Singh Nagar ,Rudarpur,Uttarakhand,263153
Kishore Hospital,Bareilly By Pass Road Kichha  Udham Singh Nagar,Udham Singh Nagar ,Narayanpur,Uttarakhand,263148
Pragya Hospital & Paramedical College,"Jhabera, Roorkee, Haridwar",Haridwar,Majhaul,Uttarakhand,247665
Ayush Ayurveda Hospital & Wellness Center,Near Kishan Bhawan Ring Road Dheradun,Dehradun,Ballupur,Uttarakhand,248001
Kaushalya Devi Eye Institute,"Amau Road, Khatima, Udham Singh Nagar",Khatima,Nausar,Uttarakhand,262308
Sharda Surgical &Urology Centre,"#3/7, Dalanwala,Inder Road",Dehradun,Dehradun,Uttarakhand,248001
Kalyan Hospital,"Mukhani Chauraha,Kaladhungi Road,Haldwani , Nainital,",Nainital,Nainital,Uttarakhand,263139
"Star Hospital, Maternity & Laparoscopic Center","Behind Nirmala Convent School, Canal Road, Kathgodam",Nainital,Kathgodam,Uttarakhand,263126
Sk Nursing Home & Hospital,"Gb Pant Marg, Tikonia, Near Skoda Showroom Behind Icici Bank",Nainital,Haldwani,Uttarakhand,263139
Jagannath Hospital (Mother And Bone Joint Center ),"Near Gaushall Chowmandi  , Roorkee,  (Uttarakhand)",Haridwar,Roorkee,Uttarakhand,247667
Power Life Care Hospital,"Saharanpur Road, Near Bmw Showroom, Mohabbey Wala Dehradun",Dehradun,Mohbewala,Uttarakhand,248002
Arogyadham,Arogyadham Tapovan Aamkhala  Rishikesh,Rishikesh,Tapoban,Uttarakhand,249192
Ayushman Multi Speciality Hospital,"Opp. Kakku Tyre Shop Near Dhela Pul,  Moradabad Road,  Kashipur",Kashipur,Kashipur,Uttarakhand,244713
Bharadwaj Hospital & Maternity Home,"#288, Haridwar Road",Dehradun,Rishikesh,Uttarakhand,249201
Kapoor Multispeciality Hospital,"G.T Road,Adjoining Rajwaha Bridge(Choti Nehar) Manglour Town Haridwar",Haridwar,Manglour Town,Uttarakhand,247656
Sanjeevani Hospital And Medicose,"Anda Bypass, Pithoragard, Uttarakhand  Land Mark: - Near Defence Research And Development Laboratery",Pithoragarh,Chandak,Uttarakhand,262501
Haridwar Multispeciality Hospital,"Mustafabad (Padartha), Laksar, District - Haridwar",Haridwar,Dhanpura,Uttarakhand,249404
Sudesh Multispeciality Hospital,"Opposite Ajay Dwar, Atmalpur Bongla, Bahadrabad Haridwar",Haridwar,Haridwar,Uttarakhand,249402
City Neurospine Hospital,"As Tower, Saraswati Vihar, Ajabpur Khurd, Haridwar By Pass Road, Dehradun",Dehardun,Ballupur,Uttarakhand,248001
Veelian Giri Hills Nursing Home,"Nh-8, Delhi Haridwar Road, Opp. Hero Showroom, Roorkee, Haridwar,",Haridwar,Roorkee,Uttarakhand,247667
Asg Hospital Pvt Ltd,22/5 New Municipal No 58/43 Haridwar Road Opposite Roadway Worksshop Dehradun Uttrakhand,Dehradun,Dehradun,Uttarakhand,248001
Navya Hospital,"Near Dhels Pul Moradabad Road ,Kashipur",Kashipur,Kashipur,Uttarakhand,244713
Bathla Hospital &   Maternity Centre,"Dr. Colony Lane No.2 Corner Civil Lines Rudrapur , Udham Singh Nagar",Kashipur,Chattarpur,Uttarakhand,263153
Namami Gange Charitable Hospital,"Opp. Vishnu Vihar Colony, Goverdhanpur Road, Laksar, Haridwar Uttrakhand",Haridwar,Haridwar,Uttarakhand,247663
Safegate Medical Centre,83 Model Colony Araghar Chowk Dehradun 248001,Dehradun,Dehradun,Uttarakhand,248001
Suvik Hospital,"52, Haridwar Bypass Road Ajabpur Kalan Dehrdun",Dehardun,Rispana,Uttarakhand,248001
Swaroop Multispecialty Hospital,"Raisi Road, Near Sdm Niwas, Laksar, Distt Haridwar, Uttarakhand - 247662",Haridwar,Laksar,Uttarakhand,247663
Roorkee Hospital,642 Ashok Marg Ramnagar Roorkee Haridwar (U.K),Haridwar,Roorkee,Uttarakhand,247667
Johri Nursing Home,"#7, Hardwar Road",Dehradun,Dehradun,Uttarakhand,248001
"Katyayani Medical Centre Unit Of M/S, Katyayani Hospitals Private Ltd.","Nh-74, Kichha Road, Bigwara, Rudrapur, Udham Singh Nagar - 263148, Uttarakhand, India",Udham Singh Nagar ,Narayanpur,Uttarakhand,263148
Chandan Hospital  ( Unit Of Chandan Superspeciality Hospital ),Plot No 503  Bhotiya Pdav Khasra No 247 Haldwani District ( Nainital ) Pin No -263139,Nainital,Haldwani,Uttarakhand,263139
Global Multispeciality Hospital,"Bazpur - Kundeshwari Link Rd, Vaishali Colony,",Kashipur,Kashipur,Uttarakhand,244713
Siddhi Vinayak  Hospital,"Opp.Mandi Chowki, Sarvarkhera, Moradabad Road,Kahipur",Kashipur,Kashipur,Uttarakhand,244713
Meher Hospital (Vaish Nursing Home),"42 Sewak Ashram Road, Dehradun Gpo",Dehradun,Dehradun,Uttarakhand,248001
Asha Wellness Clinic,Herbertpur Dehradun 248142,Dehradun,Herbertpur,Uttarakhand,248142
Arogya Charitable Hospital,Anand Vihar Colony Makkhanpur.Bhagwanpur Distt Haridwar Uttrakhand,Haridwar,Sikroda,Uttarakhand,247661
Jaya Siddhartha Hospital,"Near It Park,Sahastradhara Road,Dobacchi,Dehradun,Uttarakhand  (Pin-248001)",Dehradun,Dehradun,Uttarakhand,248001
Kakkar Eye And Maternity Centre,"8, Mayur Vihar, Near Kali Mandir Enclave Gms Road Dehradun",Dehradun,Ballupur,Uttarakhand,248001
Anita Memorial Nursing Home,Chaiti Mandir Near  Udham Singh Nagar,Udham Singh Nagar,Kashipur,Uttarakhand,244713
Raja Ram Hospital,K-6 Shivalik Nagar Bhel Ranipur,Haridwar,Haridwar,Uttarakhand,249403
Alaska Hospital,Bada Rampur Selaqui Chakrata Road  M/S Alaska Hospital  Dehradun Uttarakhand,Dehradun,Rampur,Uttarakhand,248197
Ramakrishna Sarada Mission Ashram Netralaya (Eye Hospital  Research Centre) Haldia,"Manjushree Market Complex,(Near Kshudiram Square), Vill :- Basudevpur, Po.- Khanjanchak,Ward No -10, Purba Medinipur",Haldia,Haldia,West Bengal,721602
Jeeban Suraksha Hospital Pvt.Ltd.,"Katjuridanga,Rabindra Sarani",Bankura,Kenduadihi,West Bengal,722102
Kasturi Das Memorial Super-Speciality Hospital ( A Unit Of Dishari Health Point Pvt. Ltd ),"Mollar Gate , Maheshtala , Kolkata",South 24 Parganas,Kolkata,West Bengal,700142
Netraalok - Ophthalmology,"Deshbandhu Pally, 6 No.Bijaynagar",North 24 Parganas,Naihati,West Bengal,743165
Raniganj Netralaya,"Raniganj,Dist Paschim Burdwan",Raniganj Mc,Raniganj,West Bengal,713347
Rameswara Nursing Home,"P-155, Cit Scheme Vii,M Ultadanga",Kolkata,Kolkata,West Bengal,700054
Dr. Praptis Eye Day Care Centre,"64/2 Kalyangarh, Ashoknagar Near Bijoya Pharmacy More & Bidhan Chandra Vidyapith School Between Nabarun & Kalpataru Club, Ashoknagar,",Habra,Kankpul,West Bengal,743272
Aastha Hospital (A Unit Of Aastha Health Care And Research Centre Pvt Limited),"Aastha Hospital & Diagnostics  Medical College Road  Po - Susrutnagar  Ps &Ndash; Matigara, Siliguri",Siliguri,Siliguri,West Bengal,734012
Raiganj Jeevan Rekha Diagonstic Pvt. Ltd.,"Satsangha Road, Ukilpara,  Raiganj, Uttar Dinajpur.",North Dinajpur,Raiganj,West Bengal,733134
Dooars And Darjeeling Nursing Home,#7 Nehru Road,Darjeeling,Darjeeling,West Bengal,734101
Ashok Nursing Home & Healthcare Private Limited,1/402 Gariahat Road. Kolkata-700 068.,Kolkata,Kolkata,West Bengal,700068
Belur Sramajibi Hospital,"5  G.T Road, Belur Howrah",Howrah,Howrah,West Bengal,711202
Belur Sramajibi Swasthya Prakalpa Samity,"Belumilky, Bara Belu",Singur,Belumilki,West Bengal,712223
Bims Hospital (A Unit Of Bardhaman Institute Of Medical Science Pvt. Ltd.),"068, G.T. Road, Renaissance Township, Nh-2,Burdwan",Burdwan,Burdwan,West Bengal,713104
Gfc Hospital,"Vill. Kushpata, Po & Ps Ghatal, Dist. Paschim Medinipur",Ghatal,Dihiramnagar,West Bengal,721212
Lake Town Nursing Home,"#224, Lake Town, Block B",Kolkata,Kolkata,West Bengal,700089
Meditech  Hospital,"534,Suri Road, Nawabhat, Bardhaman",Burdwan,Baikunthapur,West Bengal,713104
Monoranjan Seva Sadan,"Kola, Mogra Station Road, Pops Mogra",Hooghly,Hooghly,West Bengal,712148
Mukherjee Hospital,"Rajani Bagan, Hill Cart Road, Siliguri",Siliguri,Siliguri,West Bengal,734001
Nightengle Nursing Home,"Padumbasan, Dharinda, Tamluk, West Bengal",Tamluk,Padumbasan,West Bengal,721636
Ramakrishna Medical Centre (A Unit Of Bolpur Santiniketan Health Care Pvt. Ltd.),"Sian,(Near Bolpur S.D. Hospital), P.O.-Bolpur, P.S.-Santiniketan, Dist-Birbhum, Pin-731204",Birbhum,Bolpur,West Bengal,731204
Recovery Nursing Home,"#15/1, Jatindra Mohan Avenue Road, Darjipara, Beniatola",Bankura,Kolkata,West Bengal,700006
Sea Be Cure Multi Super Speciality Hospital,"National Highway 60, Raniganj - Suri Rd, Haripur, West Bengal",Pandabeswar,Bilpahari,West Bengal,713378
Bankura Seva Niketan Hospital Private Limited,"Patpur (Jail Road), Bankura",Bankura,Bankura,West Bengal,722101
Kabita Maternity  Nursing Home,Kandi Main Road,Murshidabad,Murshidabad,West Bengal,742137
Roy Nursing Home,"154/7, Stadium Road, Midnapur",Midnapore,Dharma,West Bengal,721101
Alolika Nursing Home,Lokepur,Bankura,Kenduadihi,West Bengal,722102
Arambagh Nursing Home,"332, Khanka Sarif Road, Arambagh, Word No -14",Hooghly,Arambagh,West Bengal,712601
Ashadeep Diagnostic Centre,Raghunathganj,Murshidabad,Murshidabad,West Bengal,742225
Eveland Nursing Home,"Nawabhat More, G.T.Road, Fagupur, Burdwan",Burdwan,Burdwan,West Bengal,713104
Health Point,"Nanoor Chandidas Road, Sian, Khoskamapur, Paruldanga, Bolpur",Birbhum,Sian,West Bengal,731204
Jeevan Sathi Nusing Home,"Deuli Hospital Road, Belda",West Midnapore,Belda,West Bengal,721424
Jhargram Lions Eye Hospital,"Jhargram Lions Eye Hospital, Vill-Gaighata, Po-Jhargram, Dist-Jhargram, West Bengal, Pin-721507",Jhargram,Jhargram,West Bengal,721507
Lords Health Care,"13/3, Circular 2Nd Bye Lane, Kono Expressway, Shibpur, (Near Nabanna) Howrah",Uluberia,Sibpur Bazar,West Bengal,711102
Midnapore Rotary Eye Hospital,"B3,B3, Burdge Town, Ps-West Midnapore",Midnapore,Midnapore,West Bengal,721101
Re-Life Hospital,"#252/5 K Gt Road, Opposite Kotrung Adarsha Vidyalay, Kotrung, Uttarpara",Hooghly,Uttarpara,West Bengal,712233
Renuka Eye Institute,"#25/3, Near Duckbunglow More, Jessore Road South, Hridaypur",North 24 Parganas,Barasat,West Bengal,700127
Royal Care Hospital,95 Nsb Road (East),Barabani,Searsole Rajbari,West Bengal,713358
Sattya Sai Seba Sadan,"Manoharchak, Darua Road, Contai, Purba Medinipur, West Bengal-721401",Contai,Contai,West Bengal,721401
